Pathway,First Reaction,Second Reaction,Second Reaction Author
Cellular responses to external stimuli,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3225867"",""R-HSA-3225867"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3225851"",""R-HSA-3225851"")","Orlic-Milacic, M"
Cellular responses to external stimuli,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3229089"",""R-HSA-3229089"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3223200"",""R-HSA-3223200"")","Orlic-Milacic, M"
Cellular responses to external stimuli,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3229102"",""R-HSA-3229102"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3222593"",""R-HSA-3222593"")","Orlic-Milacic, M"
Cellular responses to external stimuli,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3229102"",""R-HSA-3229102"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3229089"",""R-HSA-3229089"")","Orlic-Milacic, M"
Cellular responses to external stimuli,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3229138"",""R-HSA-3229138"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3209111"",""R-HSA-3209111"")","Orlic-Milacic, M"
Cellular responses to external stimuli,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3240295"",""R-HSA-3240295"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3229089"",""R-HSA-3229089"")","Orlic-Milacic, M"
Cellular responses to external stimuli,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4647593"",""R-HSA-4647593"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4647594"",""R-HSA-4647594"")","Orlic-Milacic, M"
Cellular responses to external stimuli,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5693609"",""R-HSA-5693609"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4647594"",""R-HSA-4647594"")","Orlic-Milacic, M"
Cellular responses to external stimuli,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""R-HSA-6804996"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""R-HSA-6804879"")","Orlic-Milacic, M"
Cellular responses to external stimuli,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""R-HSA-6804996"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3239014"",""R-HSA-3239014"")","Orlic-Milacic, M"
Cellular responses to external stimuli,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8979071"",""R-HSA-8979071"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3223200"",""R-HSA-3223200"")","Orlic-Milacic, M"
Cellular responses to external stimuli,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9635918"",""R-HSA-9635918"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3857329"",""R-HSA-3857329"")","Orlic-Milacic, M"
DNA Repair,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109955"",""R-HSA-109955"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6785732"",""R-HSA-6785732"")","Orlic-Milacic, M"
DNA Repair,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109955"",""R-HSA-109955"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5686657"",""R-HSA-5686657"")","Orlic-Milacic, M"
DNA Repair,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110311"",""R-HSA-110311"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5655835"",""R-HSA-5655835"")","Orlic-Milacic, M"
DNA Repair,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110311"",""R-HSA-110311"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5652151"",""R-HSA-5652151"")","Orlic-Milacic, M"
DNA Repair,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110311"",""R-HSA-110311"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5656105"",""R-HSA-5656105"")","Orlic-Milacic, M"
DNA Repair,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110322"",""R-HSA-110322"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5655835"",""R-HSA-5655835"")","Orlic-Milacic, M"
DNA Repair,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110322"",""R-HSA-110322"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5656105"",""R-HSA-5656105"")","Orlic-Milacic, M"
DNA Repair,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110363"",""R-HSA-110363"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5687484"",""R-HSA-5687484"")","Orlic-Milacic, M"
DNA Repair,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110363"",""R-HSA-110363"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5649873"",""R-HSA-5649873"")","Orlic-Milacic, M"
